investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,transaction_id
INV001583,2025-01-04,119092,LUMPSUM,398895,Delhi,Gurugram,T30,18-25,Male,3.1,Mandate,Verified,TX_023490
INV004298,2025-01-04,119551,REDEMPTION,103034,Gujarat,Ahmedabad,T30,36-45,Female,55.5,Mandate,Verified,TX_023491
INV000029,2025-01-05,149323,REDEMPTION,48411,Rajasthan,Udaipur,B30,26-35,Female,7.6,UPI,Verified,TX_023492
INV001926,2025-01-05,120841,LUMPSUM,33161,Uttar Pradesh,Agra,B30,46-55,Female,26.9,Net Banking,Verified,TX_023493
INV000328,2025-01-05,119599,LUMPSUM,129964,Madhya Pradesh,Bhopal,B30,26-35,Male,19.6,UPI,Verified,TX_023494
INV004392,2025-01-05,119552,LUMPSUM,85603,West Bengal,Kolkata,T30,18-25,Male,6.7,UPI,Pending,TX_023495
INV002704,2025-01-05,118633,SIP,4844,Delhi,Noida,T30,36-45,Female,47.8,Cheque,Verified,TX_023496
INV001308,2025-01-05,120505,SIP,7535,Rajasthan,Jaipur,T30,36-45,Male,19.3,Net Banking,Pending,TX_023497
INV004636,2025-01-05,102887,SIP,2176,Uttar Pradesh,Kanpur,B30,18-25,Female,5.0,Mandate,Verified,TX_023498
INV001827,2025-01-05,120842,REDEMPTION,115624,Haryana,Faridabad,B30,36-45,Female,54.3,UPI,Verified,TX_023499
INV002634,2025-01-05,119092,SIP,42822,Madhya Pradesh,Bhopal,B30,26-35,Male,10.7,Cheque,Verified,TX_023500
INV000851,2025-01-05,119120,SIP,14592,Tamil Nadu,Chennai,T30,36-45,Male,39.2,Mandate,Verified,TX_023501
INV001753,2025-01-05,120843,SIP,10766,Rajasthan,Jaipur,T30,26-35,Male,10.0,UPI,Verified,TX_023502
INV002582,2025-01-05,119598,SIP,2042,Telangana,Hyderabad,T30,26-35,Female,11.1,Mandate,Verified,TX_023503
INV003236,2025-01-05,120504,SIP,14715,Madhya Pradesh,Bhopal,B30,18-25,Male,3.4,Mandate,Verified,TX_023504
INV004254,2025-01-05,102886,LUMPSUM,428090,Madhya Pradesh,Bhopal,B30,36-45,Male,58.3,Mandate,Verified,TX_023505
INV002935,2025-01-05,119599,SIP,3500,Madhya Pradesh,Indore,T30,18-25,Male,5.6,UPI,Pending,TX_023506
INV000109,2025-01-05,118634,SIP,1039,Karnataka,Bangalore,T30,26-35,Female,15.0,Cheque,Verified,TX_023507
INV000015,2025-01-05,102887,SIP,48468,Gujarat,Surat,T30,36-45,Male,27.8,UPI,Verified,TX_023508
INV002637,2025-01-05,118633,REDEMPTION,113686,Telangana,Hyderabad,T30,26-35,Male,14.4,Net Banking,Verified,TX_023509
INV000847,2025-01-05,120506,SIP,7108,West Bengal,Kolkata,T30,26-35,Female,17.8,Mandate,Verified,TX_023510
INV001809,2025-01-05,101208,SIP,1116,Telangana,Hyderabad,T30,46-55,Male,80.5,Cheque,Verified,TX_023511
INV002879,2025-01-05,120844,SIP,28997,Tamil Nadu,Coimbatore,B30,46-55,Male,26.0,Net Banking,Verified,TX_023512
INV002340,2025-01-05,118632,REDEMPTION,521481,Uttar Pradesh,Agra,B30,26-35,Female,7.3,Mandate,Verified,TX_023513
INV003645,2025-01-05,102886,SIP,579,Punjab,Amritsar,B30,26-35,Male,13.4,Net Banking,Verified,TX_023514
INV002591,2025-01-05,125498,SIP,2091,Gujarat,Ahmedabad,T30,18-25,Male,3.7,Cheque,Verified,TX_023515
INV002239,2025-01-05,149322,REDEMPTION,162899,Gujarat,Surat,T30,26-35,Male,8.9,Net Banking,Verified,TX_023516
INV000744,2025-01-05,102886,LUMPSUM,389237,Uttar Pradesh,Kanpur,B30,56+,Female,49.8,Cheque,Verified,TX_023517
INV000939,2025-01-05,149324,SIP,1788,Karnataka,Bangalore,T30,26-35,Male,19.6,Mandate,Verified,TX_023518
INV000944,2025-01-05,101206,REDEMPTION,120506,Haryana,Faridabad,B30,36-45,Female,16.9,Cheque,Verified,TX_023519
INV004016,2025-01-05,120504,LUMPSUM,283080,Delhi,New Delhi,T30,36-45,Male,21.0,Mandate,Verified,TX_023520
INV004542,2025-01-05,119552,LUMPSUM,365044,Maharashtra,Pune,T30,36-45,Male,53.7,Cheque,Verified,TX_023521
INV003920,2025-01-05,118635,SIP,8063,Punjab,Chandigarh,T30,26-35,Male,20.3,Net Banking,Verified,TX_023522
INV000291,2025-01-05,118632,SIP,46829,Madhya Pradesh,Indore,T30,18-25,Female,6.2,Mandate,Verified,TX_023523
INV000209,2025-01-05,148568,SIP,503,Haryana,Faridabad,B30,18-25,Female,5.7,Net Banking,Pending,TX_023524
INV000667,2025-01-05,102885,SIP,2604,Telangana,Hyderabad,T30,26-35,Male,7.5,Net Banking,Verified,TX_023525
INV002619,2025-01-05,119598,REDEMPTION,245275,Gujarat,Ahmedabad,T30,18-25,Male,3.4,Cheque,Verified,TX_023526
INV000267,2025-01-05,125498,LUMPSUM,335883,Telangana,Hyderabad,T30,26-35,Male,17.7,Mandate,Verified,TX_023527
INV003062,2025-01-05,119598,LUMPSUM,197421,Haryana,Faridabad,B30,46-55,Male,96.3,Net Banking,Verified,TX_023528
INV002786,2025-01-05,119120,SIP,53361,Tamil Nadu,Coimbatore,B30,26-35,Female,13.3,Cheque,Verified,TX_023529
INV000515,2025-01-05,118632,LUMPSUM,372699,Delhi,Noida,T30,18-25,Male,5.1,Cheque,Verified,TX_023530
INV000494,2025-01-05,118632,SIP,2559,Punjab,Amritsar,B30,56+,Male,30.4,Mandate,Verified,TX_023531
INV000769,2025-01-05,120504,SIP,4520,West Bengal,Kolkata,T30,36-45,Male,41.1,UPI,Pending,TX_023532
INV000491,2025-01-05,119092,SIP,11155,Madhya Pradesh,Indore,T30,56+,Male,58.2,Mandate,Verified,TX_023533
INV002974,2025-01-05,100025,SIP,23197,Telangana,Hyderabad,T30,26-35,Female,21.9,UPI,Verified,TX_023534
INV004203,2025-01-05,100033,REDEMPTION,30755,Madhya Pradesh,Indore,T30,18-25,Male,7.9,Cheque,Verified,TX_023535
INV001521,2025-01-05,119093,SIP,490,Haryana,Faridabad,B30,18-25,Male,4.9,Mandate,Verified,TX_023536
INV000931,2025-01-05,101207,REDEMPTION,240341,Tamil Nadu,Coimbatore,B30,26-35,Male,11.3,Cheque,Verified,TX_023537
INV000823,2025-01-05,120507,LUMPSUM,326698,Madhya Pradesh,Bhopal,B30,46-55,Male,41.5,Cheque,Verified,TX_023538
INV003783,2025-01-05,100033,SIP,6416,Madhya Pradesh,Indore,T30,18-25,Male,3.5,Net Banking,Verified,TX_023539
INV001423,2025-01-05,120504,SIP,3467,Madhya Pradesh,Bhopal,B30,18-25,Female,7.7,Cheque,Verified,TX_023540
INV000838,2025-01-05,101208,SIP,11556,Madhya Pradesh,Bhopal,B30,26-35,Male,21.9,Net Banking,Verified,TX_023541
INV001465,2025-01-05,120844,SIP,5150,Punjab,Amritsar,B30,26-35,Male,21.0,UPI,Verified,TX_023542
INV003105,2025-01-05,101208,LUMPSUM,33438,Rajasthan,Jaipur,T30,18-25,Female,6.0,Mandate,Verified,TX_023543
INV002607,2025-01-05,101206,REDEMPTION,481766,Rajasthan,Udaipur,B30,36-45,Male,57.5,UPI,Verified,TX_023544
INV002821,2025-01-05,149324,REDEMPTION,92740,Gujarat,Ahmedabad,T30,36-45,Male,49.9,Net Banking,Verified,TX_023545
INV004466,2025-01-05,120503,LUMPSUM,455178,Gujarat,Surat,T30,18-25,Female,3.7,Cheque,Pending,TX_023546
INV003209,2025-01-05,120844,SIP,1040,Delhi,Gurugram,T30,46-55,Male,76.0,Net Banking,Verified,TX_023547
INV001788,2025-01-05,119598,SIP,55583,Tamil Nadu,Chennai,T30,18-25,Female,4.8,Mandate,Verified,TX_023548
INV004997,2025-01-05,120844,SIP,40521,Tamil Nadu,Coimbatore,B30,36-45,Female,54.3,UPI,Verified,TX_023549
INV001397,2025-01-05,125497,SIP,5105,Delhi,New Delhi,T30,26-35,Male,20.8,Cheque,Verified,TX_023550
INV002195,2025-01-05,101208,SIP,9570,Telangana,Hyderabad,T30,26-35,Male,24.5,Net Banking,Verified,TX_023551
INV003015,2025-01-05,125497,SIP,3333,Madhya Pradesh,Indore,T30,18-25,Male,4.4,Net Banking,Verified,TX_023552
INV000130,2025-01-05,120503,LUMPSUM,407190,Madhya Pradesh,Indore,T30,56+,Female,69.4,Net Banking,Verified,TX_023553
INV001777,2025-01-05,100016,SIP,1114,West Bengal,Kolkata,T30,18-25,Female,7.6,Cheque,Pending,TX_023554
INV000131,2025-01-05,119095,SIP,8694,Telangana,Hyderabad,T30,36-45,Female,16.8,UPI,Verified,TX_023555
INV002192,2025-01-05,100033,SIP,1824,Uttar Pradesh,Lucknow,T30,18-25,Male,6.9,UPI,Verified,TX_023556
INV000559,2025-01-05,119093,SIP,29648,Madhya Pradesh,Indore,T30,26-35,Male,6.1,Mandate,Verified,TX_023557
INV004995,2025-01-05,125498,SIP,10017,West Bengal,Kolkata,T30,36-45,Male,53.0,Mandate,Verified,TX_023558
INV004093,2025-01-05,101207,SIP,21073,Punjab,Amritsar,B30,36-45,Male,23.6,Cheque,Verified,TX_023559
INV004135,2025-01-05,119092,SIP,1144,Tamil Nadu,Coimbatore,B30,26-35,Female,18.7,UPI,Verified,TX_023560
INV003533,2025-01-05,120507,LUMPSUM,8301,Telangana,Hyderabad,T30,56+,Female,11.4,UPI,Verified,TX_023561
INV003139,2025-01-05,120841,REDEMPTION,444108,Karnataka,Mysore,B30,36-45,Male,39.4,Cheque,Verified,TX_023562
INV004770,2025-01-05,119093,SIP,2681,Gujarat,Surat,T30,18-25,Female,5.2,Net Banking,Verified,TX_023563
INV001051,2025-01-05,120841,SIP,2731,Haryana,Gurugram,T30,26-35,Male,8.2,Net Banking,Verified,TX_023564
INV002071,2025-01-05,120506,LUMPSUM,416117,Punjab,Chandigarh,T30,56+,Male,61.1,UPI,Verified,TX_023565
INV004272,2025-01-05,120506,REDEMPTION,484878,Madhya Pradesh,Bhopal,B30,46-55,Female,25.5,Net Banking,Pending,TX_023566
INV002810,2025-01-05,101207,SIP,2039,Punjab,Amritsar,B30,36-45,Male,33.2,Net Banking,Verified,TX_023567
INV004098,2025-01-05,119599,LUMPSUM,430240,Delhi,Noida,T30,26-35,Male,11.3,Cheque,Verified,TX_023568
INV000576,2025-01-05,119599,LUMPSUM,271099,Delhi,New Delhi,T30,46-55,Male,79.7,UPI,Verified,TX_023569
INV003958,2025-01-05,149324,SIP,2606,Haryana,Faridabad,B30,18-25,Male,6.6,Net Banking,Verified,TX_023570
INV000757,2025-01-06,125497,LUMPSUM,51168,Madhya Pradesh,Indore,T30,36-45,Male,25.4,UPI,Verified,TX_023571
INV002917,2025-01-06,119599,LUMPSUM,65969,Maharashtra,Pune,T30,18-25,Male,6.4,Mandate,Verified,TX_023572
INV002366,2025-01-06,118636,LUMPSUM,560419,Telangana,Hyderabad,T30,26-35,Female,20.4,UPI,Verified,TX_023573
INV000814,2025-01-06,125497,SIP,16576,Delhi,New Delhi,T30,26-35,Male,17.8,Mandate,Verified,TX_023574
INV003366,2025-01-06,120505,SIP,6916,Madhya Pradesh,Bhopal,B30,18-25,Male,3.3,Net Banking,Verified,TX_023575
INV001894,2025-01-06,100033,LUMPSUM,235087,Delhi,New Delhi,T30,26-35,Male,21.1,UPI,Pending,TX_023576
INV004443,2025-01-06,149324,LUMPSUM,33500,Maharashtra,Nashik,B30,26-35,Female,13.0,Net Banking,Verified,TX_023577
INV003757,2025-01-06,149324,REDEMPTION,42454,Uttar Pradesh,Agra,B30,18-25,Male,3.7,UPI,Verified,TX_023578
INV000600,2025-01-06,149322,LUMPSUM,267369,Maharashtra,Mumbai,T30,26-35,Male,17.3,UPI,Verified,TX_023579
INV002698,2025-01-06,101207,REDEMPTION,283801,Maharashtra,Pune,T30,26-35,Male,20.9,UPI,Verified,TX_023580
INV004472,2025-01-06,102887,SIP,10912,West Bengal,Kolkata,T30,26-35,Female,19.1,Cheque,Verified,TX_023581
INV002864,2025-01-06,100016,REDEMPTION,92968,Madhya Pradesh,Bhopal,B30,26-35,Male,6.8,Mandate,Verified,TX_023582
INV004364,2025-01-06,119120,SIP,2609,West Bengal,Kolkata,T30,36-45,Male,30.6,Net Banking,Verified,TX_023583
INV002682,2025-01-06,120506,SIP,12895,Karnataka,Mysore,B30,26-35,Male,17.9,UPI,Verified,TX_023584
INV002664,2025-01-06,125497,SIP,7551,Karnataka,Bangalore,T30,26-35,Male,17.3,Net Banking,Pending,TX_023585
INV000309,2025-01-06,101208,SIP,3296,Delhi,Gurugram,T30,26-35,Male,18.1,Mandate,Verified,TX_023586
INV001564,2025-01-06,102885,REDEMPTION,188778,Haryana,Faridabad,B30,46-55,Male,43.2,Mandate,Verified,TX_023587
INV001378,2025-01-06,101207,LUMPSUM,267607,Delhi,Noida,T30,36-45,Male,21.1,Cheque,Verified,TX_023588
INV004912,2025-01-06,125498,SIP,1971,West Bengal,Kolkata,T30,18-25,Male,6.4,Net Banking,Verified,TX_023589
INV001797,2025-01-06,100025,SIP,11520,Punjab,Amritsar,B30,26-35,Female,6.8,Mandate,Verified,TX_023590
INV003711,2025-01-06,102887,LUMPSUM,475319,Telangana,Hyderabad,T30,36-45,Female,13.1,Net Banking,Verified,TX_023591
INV003082,2025-01-06,118633,SIP,4905,Telangana,Hyderabad,T30,26-35,Male,18.7,Mandate,Verified,TX_023592
INV002101,2025-01-06,101206,SIP,985,Uttar Pradesh,Lucknow,T30,26-35,Male,14.7,UPI,Verified,TX_023593
INV004526,2025-01-06,118634,LUMPSUM,100035,West Bengal,Kolkata,T30,36-45,Male,19.9,Net Banking,Verified,TX_023594
INV003673,2025-01-06,119094,SIP,15026,Maharashtra,Mumbai,T30,26-35,Male,23.5,Mandate,Verified,TX_023595
INV004374,2025-01-06,119095,SIP,21730,Maharashtra,Nashik,B30,36-45,Female,16.5,UPI,Verified,TX_023596
INV002019,2025-01-06,102886,SIP,25049,Delhi,New Delhi,T30,36-45,Male,19.8,Mandate,Verified,TX_023597
INV003265,2025-01-06,100025,SIP,433,Rajasthan,Jaipur,T30,36-45,Female,46.8,UPI,Verified,TX_023598
INV000877,2025-01-06,118632,LUMPSUM,327466,Telangana,Hyderabad,T30,36-45,Female,15.8,UPI,Verified,TX_023599
INV003546,2025-01-06,119551,SIP,404,West Bengal,Kolkata,T30,36-45,Male,16.2,Mandate,Verified,TX_023600
INV000675,2025-01-06,101206,SIP,2567,Uttar Pradesh,Kanpur,B30,36-45,Male,27.9,Mandate,Verified,TX_023601
INV000950,2025-01-06,118636,SIP,8081,Punjab,Amritsar,B30,36-45,Male,33.1,Cheque,Verified,TX_023602
INV002427,2025-01-06,119551,REDEMPTION,427973,Karnataka,Mysore,B30,18-25,Female,6.5,UPI,Verified,TX_023603
INV000120,2025-01-06,118632,SIP,6927,Tamil Nadu,Chennai,T30,26-35,Male,24.4,UPI,Verified,TX_023604
INV003230,2025-01-06,148569,SIP,42392,Punjab,Amritsar,B30,18-25,Female,3.2,UPI,Verified,TX_023605
INV000732,2025-01-06,120506,LUMPSUM,286585,Haryana,Faridabad,B30,46-55,Female,40.8,Cheque,Verified,TX_023606
INV003569,2025-01-06,120505,SIP,10709,Delhi,Gurugram,T30,46-55,Male,65.1,Net Banking,Pending,TX_023607
INV003762,2025-01-06,118633,SIP,43917,Telangana,Hyderabad,T30,36-45,Male,39.4,Mandate,Verified,TX_023608
INV000638,2025-01-06,119120,REDEMPTION,342186,Rajasthan,Udaipur,B30,26-35,Male,12.7,UPI,Verified,TX_023609
INV002270,2025-01-06,100025,REDEMPTION,276870,Madhya Pradesh,Indore,T30,46-55,Female,23.9,Mandate,Verified,TX_023610
INV004285,2025-01-06,120507,SIP,1720,Punjab,Chandigarh,T30,26-35,Male,8.0,UPI,Verified,TX_023611
INV004195,2025-01-06,120503,SIP,2466,Tamil Nadu,Coimbatore,B30,26-35,Male,9.1,Net Banking,Verified,TX_023612
INV001067,2025-01-06,102886,LUMPSUM,440047,Haryana,Gurugram,T30,26-35,Male,16.6,Cheque,Verified,TX_023613
INV000762,2025-01-06,119095,SIP,4312,Delhi,Gurugram,T30,36-45,Female,29.8,Net Banking,Verified,TX_023614
INV004522,2025-01-06,120503,LUMPSUM,429229,Punjab,Chandigarh,T30,46-55,Female,69.1,Cheque,Verified,TX_023615
INV001598,2025-01-06,120505,REDEMPTION,369677,Tamil Nadu,Coimbatore,B30,36-45,Male,48.2,Cheque,Verified,TX_023616
INV004296,2025-01-06,120505,SIP,4986,Telangana,Hyderabad,T30,26-35,Male,18.2,Mandate,Verified,TX_023617
INV003356,2025-01-06,119552,REDEMPTION,247511,Uttar Pradesh,Agra,B30,26-35,Female,11.0,Mandate,Verified,TX_023618
INV001955,2025-01-06,119599,SIP,4046,Madhya Pradesh,Bhopal,B30,26-35,Female,16.4,Cheque,Verified,TX_023619
INV000981,2025-01-06,118636,SIP,51527,West Bengal,Kolkata,T30,36-45,Female,59.7,Net Banking,Pending,TX_023620
INV002351,2025-01-06,149324,REDEMPTION,402324,Gujarat,Ahmedabad,T30,36-45,Male,18.9,Cheque,Verified,TX_023621
INV004279,2025-01-06,119551,REDEMPTION,338402,Gujarat,Ahmedabad,T30,36-45,Male,35.7,Mandate,Verified,TX_023622
INV004560,2025-01-06,119552,SIP,8509,Tamil Nadu,Coimbatore,B30,36-45,Male,42.7,Cheque,Verified,TX_023623
INV002914,2025-01-06,100025,SIP,56512,Rajasthan,Udaipur,B30,18-25,Male,7.4,UPI,Verified,TX_023624
INV004159,2025-01-07,101207,LUMPSUM,138427,Delhi,Noida,T30,18-25,Male,6.3,UPI,Verified,TX_023625
INV003357,2025-01-07,101206,REDEMPTION,184856,Madhya Pradesh,Bhopal,B30,26-35,Female,15.3,Cheque,Verified,TX_023626
INV004752,2025-01-07,119552,SIP,17728,Delhi,Gurugram,T30,36-45,Female,14.9,UPI,Verified,TX_023627
INV004655,2025-01-07,125498,REDEMPTION,143226,Telangana,Hyderabad,T30,36-45,Male,19.7,Mandate,Verified,TX_023628
INV003404,2025-01-07,119092,LUMPSUM,161613,Tamil Nadu,Chennai,T30,36-45,Male,26.8,Mandate,Verified,TX_023629
INV000283,2025-01-07,100025,SIP,8943,West Bengal,Kolkata,T30,46-55,Male,18.1,UPI,Verified,TX_023630
INV002160,2025-01-07,120843,LUMPSUM,231105,Rajasthan,Udaipur,B30,18-25,Male,6.9,Net Banking,Verified,TX_023631
INV001284,2025-01-07,119552,REDEMPTION,415468,West Bengal,Kolkata,T30,36-45,Male,49.0,Mandate,Verified,TX_023632
INV002270,2025-01-07,118635,SIP,42946,Madhya Pradesh,Indore,T30,46-55,Female,23.9,Mandate,Verified,TX_023633
INV003694,2025-01-07,119599,SIP,1001,Madhya Pradesh,Bhopal,B30,26-35,Female,24.1,Net Banking,Verified,TX_023634
INV004699,2025-01-07,118635,REDEMPTION,495280,Delhi,Gurugram,T30,46-55,Female,69.7,UPI,Verified,TX_023635
INV003408,2025-01-07,149324,SIP,1661,West Bengal,Kolkata,T30,18-25,Male,6.1,Net Banking,Verified,TX_023636
INV003531,2025-01-07,148568,SIP,5932,Delhi,Gurugram,T30,36-45,Male,41.9,Mandate,Verified,TX_023637
INV002124,2025-01-07,101208,SIP,20269,Tamil Nadu,Coimbatore,B30,18-25,Male,5.0,UPI,Verified,TX_023638
INV002008,2025-01-07,125497,SIP,2071,Haryana,Gurugram,T30,46-55,Male,83.3,Cheque,Verified,TX_023639
INV003894,2025-01-07,120504,LUMPSUM,21947,Tamil Nadu,Coimbatore,B30,26-35,Male,14.9,UPI,Verified,TX_023640
INV001629,2025-01-07,119551,LUMPSUM,152791,Madhya Pradesh,Indore,T30,26-35,Male,15.0,Net Banking,Verified,TX_023641
INV002036,2025-01-07,149322,LUMPSUM,200110,Madhya Pradesh,Indore,T30,26-35,Male,23.2,Net Banking,Verified,TX_023642
INV004672,2025-01-07,148569,SIP,3113,Rajasthan,Jaipur,T30,26-35,Male,23.9,UPI,Verified,TX_023643
INV003666,2025-01-07,119598,LUMPSUM,242127,Gujarat,Surat,T30,18-25,Male,4.3,UPI,Verified,TX_023644
INV000169,2025-01-07,125497,SIP,3537,Rajasthan,Jaipur,T30,26-35,Male,6.9,Mandate,Verified,TX_023645
INV000168,2025-01-07,119095,LUMPSUM,138871,Rajasthan,Jaipur,T30,26-35,Male,9.7,Mandate,Pending,TX_023646
INV004295,2025-01-07,118636,SIP,20702,Karnataka,Bangalore,T30,36-45,Male,50.6,UPI,Pending,TX_023647
INV003168,2025-01-07,100033,SIP,9929,Uttar Pradesh,Lucknow,T30,18-25,Male,5.1,Cheque,Pending,TX_023648
INV003419,2025-01-07,119120,LUMPSUM,313703,Maharashtra,Pune,T30,18-25,Male,5.3,UPI,Verified,TX_023649
INV000163,2025-01-07,119598,SIP,1002,Uttar Pradesh,Kanpur,B30,46-55,Male,70.4,Net Banking,Verified,TX_023650
INV003553,2025-01-07,148569,REDEMPTION,321749,Punjab,Amritsar,B30,36-45,Male,33.0,Cheque,Verified,TX_023651
INV001206,2025-01-07,118633,SIP,2637,Delhi,Noida,T30,26-35,Male,11.7,Cheque,Verified,TX_023652
INV001448,2025-01-07,102887,SIP,4297,Telangana,Hyderabad,T30,26-35,Female,14.2,Net Banking,Verified,TX_023653
INV003304,2025-01-07,119599,SIP,49906,Telangana,Hyderabad,T30,18-25,Female,4.8,Mandate,Verified,TX_023654
INV000310,2025-01-07,148568,SIP,1860,Delhi,Noida,T30,36-45,Male,58.4,Net Banking,Verified,TX_023655
INV003151,2025-01-07,148567,REDEMPTION,37532,Tamil Nadu,Coimbatore,B30,56+,Female,69.5,Cheque,Verified,TX_023656
INV004040,2025-01-07,120506,SIP,534,Gujarat,Ahmedabad,T30,36-45,Male,54.3,Mandate,Verified,TX_023657
INV003412,2025-01-07,118632,LUMPSUM,91112,Rajasthan,Jaipur,T30,18-25,Male,7.8,Net Banking,Verified,TX_023658
INV002252,2025-01-07,100033,REDEMPTION,330683,Maharashtra,Pune,T30,36-45,Female,46.4,Cheque,Verified,TX_023659
INV003779,2025-01-07,148569,SIP,550,Delhi,New Delhi,T30,26-35,Male,21.9,Mandate,Verified,TX_023660
INV004048,2025-01-07,120507,SIP,8723,Delhi,New Delhi,T30,26-35,Male,13.0,Mandate,Verified,TX_023661
INV000617,2025-01-07,120844,LUMPSUM,211092,Delhi,Gurugram,T30,26-35,Female,11.8,Mandate,Verified,TX_023662
INV001391,2025-01-07,119120,SIP,45464,Madhya Pradesh,Bhopal,B30,36-45,Male,18.5,Cheque,Verified,TX_023663
INV002422,2025-01-07,149323,SIP,1136,Tamil Nadu,Chennai,T30,36-45,Male,20.5,Cheque,Verified,TX_023664
INV004428,2025-01-07,100016,REDEMPTION,153024,Rajasthan,Udaipur,B30,26-35,Female,6.7,Net Banking,Verified,TX_023665
INV001916,2025-01-07,102886,SIP,403,Haryana,Gurugram,T30,26-35,Male,11.0,Mandate,Verified,TX_023666
INV000746,2025-01-07,119599,LUMPSUM,144178,Madhya Pradesh,Bhopal,B30,36-45,Male,49.8,UPI,Verified,TX_023667
INV002198,2025-01-07,100016,SIP,4997,Delhi,Gurugram,T30,36-45,Female,43.3,UPI,Verified,TX_023668
INV000626,2025-01-07,119599,LUMPSUM,431981,Haryana,Gurugram,T30,26-35,Female,12.3,Mandate,Verified,TX_023669
INV002510,2025-01-07,120506,SIP,3031,Karnataka,Mysore,B30,36-45,Male,32.6,Mandate,Pending,TX_023670
INV003230,2025-01-07,119094,SIP,2466,Punjab,Amritsar,B30,18-25,Female,3.2,Net Banking,Verified,TX_023671
INV004804,2025-01-07,100016,SIP,10955,Maharashtra,Mumbai,T30,36-45,Male,44.1,Net Banking,Verified,TX_023672
INV000306,2025-01-07,118632,SIP,417,Maharashtra,Mumbai,T30,26-35,Female,19.4,Net Banking,Verified,TX_023673
INV001274,2025-01-07,148568,SIP,10309,Maharashtra,Mumbai,T30,36-45,Female,55.7,Net Banking,Verified,TX_023674
INV004639,2025-01-07,100016,SIP,2511,Rajasthan,Jaipur,T30,18-25,Female,6.0,UPI,Pending,TX_023675
INV003102,2025-01-07,119552,SIP,47454,Maharashtra,Pune,T30,18-25,Male,4.3,Cheque,Verified,TX_023676
INV001921,2025-01-07,119551,SIP,2759,Gujarat,Surat,T30,26-35,Female,13.5,Cheque,Verified,TX_023677
INV000847,2025-01-07,120504,REDEMPTION,505170,West Bengal,Kolkata,T30,26-35,Female,17.8,UPI,Verified,TX_023678
INV001288,2025-01-07,149324,SIP,6394,Telangana,Hyderabad,T30,26-35,Male,21.8,Net Banking,Verified,TX_023679
INV000416,2025-01-07,148568,SIP,3571,Maharashtra,Nashik,B30,26-35,Male,6.8,Cheque,Verified,TX_023680
INV001937,2025-01-07,119120,SIP,11837,Haryana,Gurugram,T30,18-25,Male,7.8,UPI,Verified,TX_023681
INV004193,2025-01-07,148569,LUMPSUM,363551,Telangana,Hyderabad,T30,26-35,Male,17.1,Net Banking,Verified,TX_023682
INV003210,2025-01-07,148567,SIP,482,Haryana,Faridabad,B30,36-45,Female,23.1,Net Banking,Verified,TX_023683
INV000865,2025-01-07,100033,SIP,48817,Tamil Nadu,Coimbatore,B30,26-35,Male,24.2,Mandate,Verified,TX_023684
INV003901,2025-01-07,125497,SIP,4655,Delhi,Gurugram,T30,46-55,Male,45.4,UPI,Verified,TX_023685
INV003289,2025-01-07,120504,SIP,29618,Uttar Pradesh,Lucknow,T30,26-35,Male,11.2,UPI,Verified,TX_023686
INV001168,2025-01-07,119552,SIP,2857,West Bengal,Kolkata,T30,46-55,Male,50.9,UPI,Verified,TX_023687
INV003220,2025-01-07,119095,REDEMPTION,347908,Madhya Pradesh,Bhopal,B30,26-35,Male,7.6,Cheque,Verified,TX_023688
INV001890,2025-01-07,101207,SIP,820,Madhya Pradesh,Bhopal,B30,26-35,Male,21.9,UPI,Verified,TX_023689
INV003286,2025-01-07,118634,LUMPSUM,301979,Tamil Nadu,Chennai,T30,36-45,Female,41.2,Net Banking,Verified,TX_023690
INV002540,2025-01-07,125498,SIP,570,Uttar Pradesh,Agra,B30,26-35,Male,10.8,UPI,Verified,TX_023691
INV003478,2025-01-07,119552,SIP,5311,Punjab,Chandigarh,T30,26-35,Male,21.2,UPI,Verified,TX_023692
INV002186,2025-01-07,120843,LUMPSUM,51232,Haryana,Faridabad,B30,18-25,Female,7.9,Net Banking,Verified,TX_023693
INV003795,2025-01-07,118632,LUMPSUM,420460,West Bengal,Kolkata,T30,18-25,Male,7.6,Net Banking,Verified,TX_023694
INV001251,2025-01-07,118636,REDEMPTION,344652,Punjab,Chandigarh,T30,26-35,Female,11.7,Cheque,Verified,TX_023695
INV004182,2025-01-07,119551,SIP,14626,Delhi,New Delhi,T30,26-35,Male,10.8,Net Banking,Verified,TX_023696
INV000645,2025-01-07,102886,SIP,14346,Karnataka,Bangalore,T30,18-25,Male,3.9,Mandate,Verified,TX_023697
INV000085,2025-01-07,102886,SIP,2306,Gujarat,Surat,T30,26-35,Female,14.6,Net Banking,Verified,TX_023698
INV000249,2025-01-07,120505,SIP,55682,Punjab,Amritsar,B30,26-35,Male,13.4,Cheque,Verified,TX_023699
INV004807,2025-01-07,118634,SIP,2137,Maharashtra,Mumbai,T30,36-45,Male,31.4,Cheque,Verified,TX_023700
INV001507,2025-01-07,101207,SIP,5674,Uttar Pradesh,Lucknow,T30,26-35,Male,20.4,Cheque,Verified,TX_023701
INV001771,2025-01-07,102887,LUMPSUM,239653,Gujarat,Surat,T30,46-55,Male,85.9,Cheque,Verified,TX_023702
